id	gene_short_name	locus	normal_FPKM	sorafenib-resistant_FPKM
XLOC_017319	CACNB4	chr2:151832770-152099079	0.0432888	1.01028
XLOC_017320	STAM2	chr2:152116800-152175992	3.95659	4.1599
XLOC_017321	PRPF40A	chr2:152651592-152761253	11.4058	20.9289
XLOC_017322	RPRM	chr2:153477337-153478808	0	0.458738
XLOC_017323	LOC100144595	chr2:153871897-154457438	0.0383083	0
XLOC_017324	-	chr2:154689918-154692392	0.10121	0.392372
XLOC_017325	LOC101929378	chr2:156020534-156254931	0.108636	0.120604
XLOC_017326	NR4A2	chr2:156324431-156333330	1.10832	2.24255
XLOC_017327	ERMN	chr2:157318612-157327713	0.0121269	0.0522585
XLOC_017328	FAM133DP	chr2:157378490-157380509	0.236583	0.383693
XLOC_017329	CYTIP	chr2:157414618-157444092	0.926132	2.59446
XLOC_017330	ACVR1C	chr2:157526766-157628887	0.194924	0.391357
XLOC_017331	ACVR1	chr2:157736444-157875862	8.1506	7.02955
XLOC_017332	CCDC148	chr2:157995178-158456753	0.470496	0.733329
XLOC_017333	WDSUB1	chr2:159235540-159286799	4.09302	3.77456
XLOC_017334	BAZ2B	chr2:159315313-159618042	4.19952	5.16823
XLOC_017335	BAZ2B	chr2:159693195-159904756	0.182175	0.137639
XLOC_017336	"CD302,LY75,LY75-CD302"	chr2:159693195-159904756	26.6243	17.9489
XLOC_017337	PLA2R1	chr2:159932023-160062615	0.929008	0.794916
XLOC_017338	ITGB6	chr2:160099665-160200313	2.88352	0.887139
XLOC_017339	LOC100505984	chr2:160257718-160271895	0	0.407827
XLOC_017340	RBMS1	chr2:160272148-160493807	6.07092	11.2566
XLOC_017341	MIR4785	chr2:160272148-160493807	0	0
XLOC_017342	LOC101929512	chr2:161136954-161254643	0	0
XLOC_017343	AHCTF1P1	chr2:161499066-161507902	0.00928757	0.0146609
XLOC_017344	DPP4	chr2:161992244-162074542	39.9041	26.7407
XLOC_017345	GCG	chr2:162114440-162243535	28.6499	0.0428788
XLOC_017346	FAP	chr2:162114440-162243535	1.97332	0.964191
XLOC_017347	IFIH1	chr2:162267078-162318708	3.06147	5.1676
XLOC_017348	KCNH7	chr2:162371406-162838747	0	0.0908786
XLOC_017349	FIGN	chr2:163602541-163736003	0.853881	0.425634
XLOC_017350	GRB14	chr2:164492405-164621850	6.9833	9.31573
XLOC_017351	COBLL1	chr2:164680184-164849396	9.07508	3.39627
XLOC_017352	SNORA70F	chr2:164680184-164849396	0	0
XLOC_017353	SLC38A11	chr2:164898136-164955525	1.4021	0.786317
XLOC_017354	SCN3A	chr2:165087519-165204067	0.0221638	0.0070771
XLOC_017355	GALNT3	chr2:165747802-165842947	25.4931	1.48553
XLOC_017356	"LOC100506124,TTC21B"	chr2:165857475-165953838	2.30348	2.00945
XLOC_017357	SCN1A	chr2:165957198-166375987	0.00537015	0.00393416
XLOC_017358	SCN9A	chr2:165957198-166375987	0.0432079	0.957534
XLOC_017359	SCN7A	chr2:166403572-166486971	0	0.0118788
XLOC_017360	XIRP2-AS1	chr2:166888486-167259751	0	0
XLOC_017361	LOC105616981	chr2:167490206-168247743	0.108737	0.0460646
XLOC_017362	STK39	chr2:167490206-168247743	14.4954	11.3482
XLOC_017363	CERS6-AS1	chr2:168456248-168786429	11.4958	10.6847
XLOC_017364	SPC25	chr2:168870228-168890448	2.47398	4.74215
XLOC_017365	ABCB11	chr2:168914207-169031490	11.6344	7.21918
XLOC_017366	LRP2	chr2:169127108-169362612	0.0159601	0.0317676
XLOC_017367	FASTKD1	chr2:169528392-169573921	4.00088	5.31433
XLOC_017368	CCDC173	chr2:169645424-169752089	0.15158	0.176352
XLOC_017369	METTL5	chr2:169798811-169824931	59.3202	56.2111
XLOC_017370	LOC101929753	chr2:170178144-170668402	0	0
XLOC_017371	MYO3B	chr2:170178144-170668402	0.594493	0.10007
XLOC_017372	LOC101926913	chr2:170700367-170798971	3.77739	0.556253
XLOC_017373	LINC01124	chr2:170700367-170798971	10.6094	1.72847
XLOC_017374	TLK1	chr2:170990822-171231314	9.00003	7.49493
XLOC_017375	METTL8	chr2:171315880-171485054	1.18807	1.25552
XLOC_017376	SLC25A12	chr2:171783404-171894306	1.24808	0.936127
XLOC_017377	DLX2	chr2:172099437-172102750	0.0345843	0.0101146
XLOC_017378	-	chr2:172323311-172330516	1.46788	0.0322112
XLOC_017379	RAPGEF4-AS1	chr2:172723189-173052892	0.0141073	0.00332421
XLOC_017380	MLK7-AS1	chr2:173074821-173282036	0.270756	0.224854
XLOC_017381	SP3	chr2:173905707-173965850	11.392	10.1886
XLOC_017382	OLA1	chr2:174072446-174248637	13.0549	24.3273
XLOC_017383	CIR1	chr2:174348149-174395715	22.163	29.4274
XLOC_017384	GPR155	chr2:174395728-174487088	1.90127	2.13342
XLOC_017385	RNU6-9	chr2:174557965-174558072	0	0
XLOC_017386	WIPF1	chr2:174559571-174682919	2.26725	7.54952
XLOC_017387	CHRNA1	chr2:174747594-174764472	0.0240869	0.0387784
XLOC_017388	CHN1	chr2:174799313-175005379	1.58023	0.963135
XLOC_017389	ATF2	chr2:175072248-175168321	9.31488	11.4447
XLOC_017390	MIR933	chr2:175072248-175168321	0	0
XLOC_017391	ATP5G3	chr2:175176257-175181762	40.3224	76.1899
XLOC_017392	KIAA1715	chr2:175923865-176002839	5.8651	3.62247
XLOC_017393	EVX2	chr2:176080106-176083962	0	0
XLOC_017394	HOXD-AS2	chr2:176134840-176137098	0.0799689	1.85107
XLOC_017395	HAGLR	chr2:176173188-176190907	8.38406	0.802459
XLOC_017396	MIR1246	chr2:176600979-176601052	0	0
XLOC_017397	LINC01116	chr2:176629580-176637574	0.168428	10.6233
XLOC_017398	-	chr2:177225115-177230208	0.78274	1.36171
XLOC_017399	NFE2L2	chr2:177230302-177265131	34.3393	42.9874
XLOC_017400	MIR3128	chr2:177230302-177265131	0	0
XLOC_017401	LOC100130691	chr2:177283504-177392691	0.417989	0.690446
XLOC_017402	MIR6512	chr2:177283504-177392691	0	0
XLOC_017403	TTC30B	chr2:177548873-177552962	1.96929	1.02101
XLOC_017404	TTC30A	chr2:177612657-177618966	2.03876	1.26994
XLOC_017405	PDE11A	chr2:177623215-178108339	0.917844	0.870742
XLOC_017406	PRKRA	chr2:178413658-178451231	14.6973	15.6989
XLOC_017407	FKBP7	chr2:178463643-178478628	1.77827	3.33818
XLOC_017408	TTN	chr2:178522826-178807423	0.53688	0.165566
XLOC_017409	CCDC141	chr2:178829756-179050059	0.00723063	0.0102704
XLOC_017410	SESTD1	chr2:179101691-179264770	2.16394	3.78119
XLOC_017411	ZNF385B	chr2:179441983-179861505	4.72042	3.65632
XLOC_017412	MIR1258	chr2:179441983-179861505	0	0
XLOC_017413	CWC22	chr2:179944876-180007325	5.53946	6.38217
XLOC_017414	MIR4437	chr2:181123836-181399553	0	0
XLOC_017415	CERKL	chr2:181456891-181657107	0.384107	1.58455
XLOC_017416	NEUROD1	chr2:181676105-181680665	0	0.00972777
XLOC_017417	PDE1A	chr2:182140034-182522845	0.133992	0.917788
XLOC_017418	FRZB	chr2:182833275-182866770	5.37792	0.664984
XLOC_017419	NCKAP1	chr2:182924762-183038858	31.4606	29.1145
XLOC_017420	LOC101927196	chr2:185719873-185833289	0.347681	0
XLOC_017421	FSIP2	chr2:185719873-185833289	0.545308	0.579456
XLOC_017422	LINC01473	chr2:186033533-186086317	0.147328	0.244306
XLOC_017423	ZSWIM2	chr2:186827479-186849170	0	0
XLOC_017424	CALCRL	chr2:187341962-187448294	1.73424	1.99482
XLOC_017425	TFPI	chr2:187463486-187554864	55.0691	67.0683
XLOC_017426	LINC01090	chr2:188035595-188287691	0	0
XLOC_017427	DIRC1	chr2:188733737-188790104	0	0
XLOC_017428	MIR1245B	chr2:188974372-189012746	0	0
XLOC_017429	COL5A2	chr2:189031914-189225174	4.87742	9.12652
XLOC_017430	MIR3129	chr2:189031914-189225174	0	0
XLOC_017431	SLC40A1	chr2:189560589-189580811	68.0201	102.999
XLOC_017432	OSGEPL1	chr2:189674234-189765556	6.70726	3.82413
XLOC_017433	ORMDL1	chr2:189769825-189877817	17.4471	13.2837
XLOC_017434	MSTN	chr2:190055699-190062729	0.0846787	0.0138826
XLOC_017435	HIBCH	chr2:190203891-190320045	19.4586	15.6083
XLOC_017436	NEMP2	chr2:190408354-190569828	2.54437	1.98554
XLOC_017437	STAT1	chr2:190880693-191014264	48.4826	73.4098
XLOC_017438	STAT4	chr2:191029564-191151596	0.31963	0.988875
XLOC_017439	SDPR	chr2:191834305-191847280	4.45219	5.63659
XLOC_017440	TMEFF2	chr2:191949045-192194933	0	0.0110273
XLOC_017441	DNAH7	chr2:195737702-196068812	0.0253996	0.0178062
XLOC_017442	STK17B	chr2:196133582-196171612	2.21323	3.68639
XLOC_017443	HECW2	chr2:196198845-196592611	1.46225	0.952618
XLOC_017444	LOC100130452	chr2:196639631-196732806	0	0
XLOC_017445	GTF3C3	chr2:196763031-196799768	6.89202	6.93356
XLOC_017446	"C2orf66,PGAP1"	chr2:196804414-196926730	1.8584	0.833679
XLOC_017447	ANKRD44	chr2:196986661-197310797	1.13084	1.73963
XLOC_017448	ANKRD44-IT1	chr2:196986661-197310797	0.0821014	0.299874
XLOC_017449	SF3B1	chr2:197391973-197435093	99.6714	78.5744
XLOC_017450	HSPD1	chr2:197486583-197553699	242.103	363.131
XLOC_017451	RFTN2	chr2:197570802-197675860	0.113914	0.160004
XLOC_017452	BOLL	chr2:197726878-197786312	0	0.00543447
XLOC_017453	LOC101927619	chr2:198299362-198375097	0	0
XLOC_017454	SATB2	chr2:199269409-199472758	4.65555	2.42953
XLOC_017455	FTCDNL1	chr2:199760535-199851173	6.90242	4.22395
XLOC_017456	TYW5	chr2:199928842-199964124	2.03157	1.81932
XLOC_017457	KCTD18	chr2:200488960-200510198	7.78727	4.11027
XLOC_017458	LOC100507140	chr2:200694722-200823846	0.0169682	0.0149372
XLOC_017459	LOC101927795	chr2:200694722-200823846	0	0
XLOC_017460	CLK1	chr2:200853008-200864744	30.9184	18.6011
XLOC_017461	PPIL3	chr2:200870955-200889315	26.0558	12.6525
XLOC_017462	ORC2	chr2:200908733-200964614	4.4014	4.06629
XLOC_017463	FAM126B	chr2:200973717-201071669	3.12105	2.24413
XLOC_017464	CFLAR-AS1	chr2:201115740-201175988	0.0227815	0
XLOC_017465	ALS2CR12	chr2:201288270-201357398	0.0701257	0.152853
XLOC_017466	TRAK2	chr2:201377206-201451596	6.01124	4.65196
XLOC_017467	STRADB	chr2:201451668-201480851	1.57407	0.902468
XLOC_017468	ALS2CR11	chr2:201481274-201619182	0.0314015	0.0296886
XLOC_017469	TMEM237	chr2:201620183-201643529	2.74579	3.14711
XLOC_017470	MPP4	chr2:201644873-201698694	0	0.0327263
XLOC_017471	ALS2	chr2:201700262-201781601	7.50611	5.88318
XLOC_017472	SUMO1	chr2:202073254-202238599	82.6333	86.8368
XLOC_017473	ICA1L	chr2:202773149-202871985	0.24382	0.228667
XLOC_017474	WDR12	chr2:202880599-202988251	14.5282	16.91
XLOC_017475	RAPH1	chr2:203326848-203535354	8.28641	4.54776
XLOC_017476	INO80D	chr2:205993718-206087669	1.77256	1.0506
XLOC_017477	"GCSHP3,NDUFS1"	chr2:206113246-206159546	23.3945	17.8299
XLOC_017478	GPR1	chr2:206175315-206266243	0.460565	0
XLOC_017479	DYTN	chr2:206651620-206718396	0	0.0288626
XLOC_017480	MDH1B	chr2:206737764-206796187	0.0720238	0.18021
XLOC_017481	KLF7	chr2:207074137-207167246	2.23492	2.0062
XLOC_017482	MIR2355	chr2:207074137-207167246	0	0
XLOC_017483	LOC101927865	chr2:207186689-207254316	0.13053	0.0885998
XLOC_017484	MIR1302-4	chr2:207269274-207269424	0	0
XLOC_017485	METTL21A	chr2:207529891-207625966	18.3266	11.7964
XLOC_017486	FZD5	chr2:207759604-207770100	10.369	8.35647
XLOC_017487	PLEKHM3	chr2:207821287-208025560	1.35538	0.85947
XLOC_017488	CRYGD	chr2:208119128-208156762	0	0
XLOC_017489	CRYGC	chr2:208119128-208156762	0.341611	0
XLOC_017490	CRYGB	chr2:208119128-208156762	0	0
XLOC_017491	CRYGA	chr2:208160739-208163573	0	0
XLOC_017492	C2orf80	chr2:208165346-208190049	0.0245691	0
XLOC_017493	IDH1	chr2:208236224-208256194	191.307	125.482
XLOC_017494	KANSL1L	chr2:210002564-210171370	3.55581	2.21566
XLOC_017495	ACADL	chr2:210187991-210225491	1.10432	0.656778
XLOC_017496	MYL1	chr2:210290143-210315171	0	0
XLOC_017497	LANCL1	chr2:210324711-210476775	19.3619	10.9319
XLOC_017498	ERBB4	chr2:211375716-212538628	0.00205509	0.00258935
XLOC_017499	MIR548F2	chr2:211375716-212538628	0	0
XLOC_017500	IKZF2	chr2:212999682-213153560	0.50857	0.362651
XLOC_017501	LOC100130451	chr2:213276552-213284205	0.0156136	0
XLOC_017502	BARD1	chr2:214725184-214809711	1.62405	1.58784
XLOC_017503	ABCA12	chr2:214810228-215138428	1.74513	0.0584761
XLOC_017504	FN1	chr2:215360439-215436301	148.91	625.311
XLOC_017505	LINC00607	chr2:215611562-215843536	0.063085	0.0805588
XLOC_017506	"MREG,PECR"	chr2:215942590-216081827	46.0723	17.6616
XLOC_017507	4-Mar	chr2:216257861-216372027	0.00466368	0.0127617
XLOC_017508	-	chr2:216486354-216487624	0.670866	0.287973
XLOC_017509	-	chr2:216558242-216571608	1.95299	0.370782
XLOC_017510	LINC01280	chr2:216589992-216606938	0	0
XLOC_017511	IGFBP5	chr2:216671913-216695549	3.84491	52.1369
XLOC_017512	TNP1	chr2:216859458-216860059	0	0
XLOC_017513	DIRC3	chr2:217284022-217756593	0.0241643	0.0556167
XLOC_017514	TNS1	chr2:217799788-217978868	10.0236	4.98813
XLOC_017515	MIR6809	chr2:217799788-217978868	0	0
XLOC_017516	CXCR2P1	chr2:218034933-218090581	0.343241	1.83138
XLOC_017517	CXCR1	chr2:218162844-218166993	0.0257603	1.21827
XLOC_017518	AAMP	chr2:218264128-218270209	82.3915	61.6951
XLOC_017519	"MIR6513,TMBIM1"	chr2:218270391-218368094	143.911	73.7115
XLOC_017520	CATIP-AS2	chr2:218270391-218368094	0.0281715	0.0736507
XLOC_017521	CATIP-AS1	chr2:218270391-218368094	3.12179	2.96288
XLOC_017522	USP37	chr2:218419099-218568361	3.61833	2.01134
XLOC_017523	ZNF142	chr2:218607764-218663443	1.80311	1.6852
XLOC_017524	RNF25	chr2:218663863-218702717	16.0534	9.8838
XLOC_017525	TTLL4	chr2:218709456-218755604	0.239025	0.836415
XLOC_017526	PRKAG3	chr2:218820648-218831789	2.29877	0.339422
XLOC_017527	LINC01494	chr2:218900814-218930637	0	0
XLOC_017528	FEV	chr2:218981086-218985657	0	0
XLOC_017529	CRYBA2	chr2:218990189-218993405	0.0665534	0
XLOC_017530	MIR375	chr2:219001644-219001708	0	0
XLOC_017531	CCDC108	chr2:219002214-219041551	0.0825864	0.101825
XLOC_017532	IHH	chr2:219054419-219060572	4.20799	1.79929
XLOC_017533	MIR3131	chr2:219054419-219060572	0	0
XLOC_017534	NHEJ1	chr2:219075323-219160865	8.30807	5.95116
XLOC_017535	SLC23A3	chr2:219161458-219170095	1.06695	0.252695
XLOC_017536	CNPPD1	chr2:219171895-219176980	43.0114	31.3881
XLOC_017537	ABCB6	chr2:219209765-219219019	31.8294	15.0526
XLOC_017538	ATG9A	chr2:219219378-219229688	28.497	15.8932
XLOC_017539	GLB1L	chr2:219229756-219245429	1.63033	3.2466
XLOC_017540	TUBA4A	chr2:219245469-219272188	34.0858	25.3485
XLOC_017541	PTPRN	chr2:219289622-219309573	0.0198393	0.0180881
XLOC_017542	MIR153-1	chr2:219289622-219309573	0	0
XLOC_017543	RESP18	chr2:219327408-219333177	0	0
XLOC_017544	DNPEP	chr2:219372039-219387940	32.1952	23.0824
XLOC_017545	CHPF	chr2:219538946-219571874	74.6483	54.215
XLOC_017546	MIR3132	chr2:219538946-219571874	0	0
XLOC_017547	OBSL1	chr2:219538946-219571874	16.6768	17.6446
XLOC_017548	MIR4268	chr2:219906501-219906565	0	0
XLOC_017549	EPHA4	chr2:221417988-221574202	1.51126	0.179203
XLOC_017550	PAX3	chr2:222199886-222305217	0	0
XLOC_017551	FARSB	chr2:222571442-222656355	19.6955	20.0101
XLOC_017552	SCG2	chr2:223596939-223602499	0.0272893	0.113113
XLOC_017553	AP1S3	chr2:223749690-223838064	4.7919	2.61636
XLOC_017554	WDFY1	chr2:223875342-223945387	9.17891	6.87012
XLOC_017555	SERPINE2	chr2:223975047-224039319	1.7292	56.1547
XLOC_017556	FAM124B	chr2:224378697-224401994	0.233346	0.363743
XLOC_017557	CUL3	chr2:224470149-224585397	7.89446	6.35558
XLOC_017558	DOCK10	chr2:224765088-225042613	0.508233	2.16096
XLOC_017559	MIR4439	chr2:224765088-225042613	0	0
XLOC_017560	MIR5702	chr2:226658709-226658793	0	0
XLOC_017561	IRS1	chr2:226731316-226798790	14.1767	3.53347
XLOC_017562	COL4A4	chr2:227002710-227164559	0.0455632	0.11894
XLOC_017563	LOC654841	chr2:227164564-227357996	0.103385	0.0956557
XLOC_017564	TM4SF20	chr2:227362157-227379306	0.115468	1.12552
XLOC_017565	C2orf83	chr2:227610089-227633320	0.0181515	0
XLOC_017566	SLC19A3	chr2:227685105-227718029	3.325	1.79604
XLOC_017567	SPHKAP	chr2:227979953-228181645	0	0
XLOC_017568	PID1	chr2:229023972-229271341	27.3891	19.2539
XLOC_017569	DNER	chr2:229357628-229714570	0.240506	0.0135254
XLOC_017570	TRIP12	chr2:229763836-229922034	11.3789	11.086
XLOC_017571	SLC16A14	chr2:230034973-230068999	0.434892	1.71799
XLOC_017572	SP110	chr2:230165207-230313215	5.44892	9.16836
XLOC_017573	SP100	chr2:230416036-230545604	0.7489	0.442017
XLOC_017574	-	chr2:230574601-230580042	0.807779	0
XLOC_017575	LOC151475	chr2:230690920-230700529	0.00995948	0
XLOC_017576	GPR55	chr2:230907327-230925226	0.0702422	0.0328056
XLOC_017577	SPATA3-AS1	chr2:230984367-230996032	0.170846	0.0424808
XLOC_017578	HTR2B	chr2:231056863-231174255	0.0850324	0.859586
XLOC_017579	PSMD1	chr2:231056863-231174255	0.311993	0.429126
XLOC_017580	NCL	chr2:231454747-231465029	120.59	138.974
XLOC_017581	SNORA75	chr2:231454747-231465029	0	0
XLOC_017582	SNORD20	chr2:231454747-231465029	0	0
XLOC_017583	SNORD82	chr2:231454747-231465029	0	0
XLOC_017584	LINC00471	chr2:231508425-231514339	0.281379	0.26644
XLOC_017585	NMUR1	chr2:231523159-231530471	0.102985	0.0894227
XLOC_017586	PDE6D	chr2:231732424-231781327	14.8425	12.7872
XLOC_017587	MIR1471	chr2:231892241-231892298	0	0
XLOC_017588	NPPC	chr2:231922094-231926328	0	0
XLOC_017589	ECEL1P2	chr2:232385749-232387044	0.860245	0
XLOC_017590	-	chr2:232418039-232422077	0.331514	0.014287
XLOC_017591	ECEL1	chr2:232479826-232487859	0	0.057816
XLOC_017592	TIGD1	chr2:232547969-232585969	2.81356	1.46911
XLOC_017593	KCNJ13	chr2:232697304-232860578	0.00362635	0.0385677
XLOC_017594	GIGYF2	chr2:232697304-232860578	0.265665	0.459865
XLOC_017595	GIGYF2	chr2:232697304-232860578	1.1128	0.990246
XLOC_017596	NGEF	chr2:232870202-233015883	15.4637	8.70971
XLOC_017597	USP40	chr2:233474837-233566832	12.317	7.77533
XLOC_017598	DNAJB3	chr2:233617644-233773305	0.132867	0.094568
XLOC_017599	LOC100286922	chr2:233617644-233773305	2.11199	0.749008
XLOC_017600	UGT1A8	chr2:233617644-233773305	3.23908	4.80372
XLOC_017601	HJURP	chr2:233836700-233854566	3.44818	4.90313
XLOC_017602	MSL3P1	chr2:233865440-233868409	10.0553	3.55623
XLOC_017603	ARL4C	chr2:234493037-234497110	4.60637	20.5026
XLOC_017604	-	chr2:234822225-234834433	1.07283	0.530391
XLOC_017605	GBX2	chr2:236165235-236168009	0	0.0145063
XLOC_017606	ASB18	chr2:236194871-236264345	0	0
XLOC_017607	IQCA1	chr2:236324146-236507535	0.0340495	0.0790232
XLOC_017608	COL6A3	chr2:237324011-237414207	1.2004	2.33511
XLOC_017609	RAB17	chr2:237574318-237591126	36.4482	12.6482
XLOC_017610	ILKAP	chr2:238170401-238203731	20.624	13.7321
XLOC_017611	LOC151174	chr2:238225112-238231677	0.0279803	0.0929673
XLOC_017612	HES6	chr2:238238265-238240124	29.1439	5.74523
XLOC_017613	PER2	chr2:238243928-238288750	3.74008	1.465
XLOC_017614	-	chr2:238293326-238299868	0.35325	0.315557
XLOC_017615	LINC01107	chr2:238510689-238555499	0.0316856	0.048248
XLOC_017616	FLJ43879	chr2:238919301-238926269	0	0
XLOC_017617	HDAC4	chr2:239048167-239401031	7.75271	2.2959
XLOC_017618	MIR4440	chr2:239048167-239401031	0	0
XLOC_017619	MIR4441	chr2:239048167-239401031	0	0
XLOC_017620	MGC16025	chr2:239048167-239401031	0	0
XLOC_017621	MIR2467	chr2:239048167-239401031	0	0
XLOC_017622	MIR4786	chr2:239943014-239943094	0	0
XLOC_017623	NDUFA10	chr2:239957371-240025402	17.3448	13.9658
XLOC_017624	OR6B2	chr2:240029490-240030429	0	0
XLOC_017625	PRR21	chr2:240041812-240042982	0	0
XLOC_017626	OR6B3	chr2:240045076-240046072	0	0
XLOC_017627	MYEOV2	chr2:240126562-240136347	178.913	107.964
XLOC_017628	OTOS	chr2:240139028-240140656	0	0
XLOC_017629	PP14571	chr2:240435697-240468078	4.79257	0
XLOC_017630	ANKMY1	chr2:240478886-240564248	3.936	1.8702
XLOC_017631	CAPN10-AS1	chr2:240582749-240635043	0.495645	0.252084
XLOC_017632	AQP12B	chr2:240676417-240682900	0	0
XLOC_017633	KIF1A	chr2:240713763-240820308	0.0638527	0.0239879
XLOC_017634	C2orf54	chr2:240881913-240896885	5.75895	2.36223
XLOC_017635	LOC200772	chr2:240954618-240967451	0.424932	0.0511014
XLOC_017636	MTERF4	chr2:240998837-241102332	11.9221	6.48744
XLOC_017637	PASK	chr2:241106098-241183650	4.94967	1.96419
XLOC_017638	HDLBP	chr2:241227266-241354030	91.1015	68.5781
XLOC_017639	STK25	chr2:241356248-241509572	42.8403	26.108
XLOC_017640	BOK-AS1	chr2:241544385-241579909	0.624291	0.174891
XLOC_017641	THAP4	chr2:241584404-241637310	43.268	22.7307
XLOC_017642	DTYMK	chr2:241675741-241686968	46.2346	50.9459
XLOC_017643	PDCD1	chr2:241849880-241858906	0.70175	1.88466
XLOC_017644	-	chr2:1413460-1618240	0.354882	0
XLOC_017645	-	chr2:6867861-6868624	0.69285	0.274769
XLOC_017646	-	chr2:6906076-6907015	0.53337	0.0220179
XLOC_017647	-	chr2:7057784-7058616	0.434901	0.37754
XLOC_017648	-	chr2:7156797-7158156	0.338842	0.213022
XLOC_017649	-	chr2:8625623-8626844	0.365482	0.0569945
XLOC_017650	-	chr2:8627077-8629291	0.465833	0.0469709
XLOC_017651	-	chr2:8721224-8725220	0.824096	0.408168
XLOC_017652	-	chr2:9805712-9806869	0.259097	0
XLOC_017653	-	chr2:10021570-10022440	0.684342	0
XLOC_017654	-	chr2:10448699-10449399	0.31287	0.394855
XLOC_017655	-	chr2:10562363-10563803	0.646175	0.241179
XLOC_017656	-	chr2:11371785-11403138	0.538874	0.125783
XLOC_017657	-	chr2:11371785-11403138	1.31335	0.172276
XLOC_017658	-	chr2:18986509-18987838	0.356053	0.217725
XLOC_017659	-	chr2:19247261-19249629	0.601482	0.432735
XLOC_017660	-	chr2:20061275-20062351	0.548428	0
XLOC_017661	-	chr2:20062687-20063607	0.695869	0
XLOC_017662	-	chr2:20612179-20613642	0.0372997	0.217279
XLOC_017663	-	chr2:24492079-24770867	0.324207	0
XLOC_017664	-	chr2:25369194-25370353	0.206057	0.0164548
XLOC_017665	-	chr2:27734782-27735729	0.182345	0.526502
XLOC_017666	-	chr2:27736684-28338912	0.429843	0.256867
XLOC_017667	-	chr2:28343303-28345105	0.324205	0
XLOC_017668	-	chr2:28952341-28953396	0.361741	0.102177
XLOC_017669	CLIP4	chr2:29097675-29183813	0	2.37637
XLOC_017670	-	chr2:31855221-31857951	1.95851	0.491292
XLOC_017671	-	chr2:31858886-31859720	0.442393	0.184858
XLOC_017672	-	chr2:31860017-31861873	0.530122	0.277604
XLOC_017673	-	chr2:39120716-39121304	0.176681	0.668845
XLOC_017674	-	chr2:40522512-40522957	0	2.51357
XLOC_017675	-	chr2:41053867-41054308	0	3.24336
XLOC_017676	-	chr2:41262525-41263310	0	0.522161
XLOC_017677	-	chr2:41276806-41277445	0	1.16914
XLOC_017678	-	chr2:41293099-41294027	0	0.512744
XLOC_017679	-	chr2:41617785-41618504	0	0.675263
XLOC_017680	-	chr2:41793629-41794724	0	0.698822
XLOC_017681	-	chr2:42810241-42811225	0.103157	0.338595
XLOC_017682	-	chr2:42959819-42961166	0.256303	0.0229738
XLOC_017683	-	chr2:43083067-43084059	0.355638	0
XLOC_017684	-	chr2:44062783-44063663	0.749258	0
XLOC_017685	-	chr2:44246300-44247715	0.0975332	0.275317
XLOC_017686	-	chr2:44920419-44939244	0.717747	0.546932
XLOC_017687	-	chr2:45648760-45650580	0.695346	0.425974
XLOC_017688	-	chr2:46666036-46667360	0.31205	0.0705381
XLOC_017689	-	chr2:47079369-47082375	0.402995	0.112423
XLOC_017690	-	chr2:48525194-48526767	0.294927	0.105043
XLOC_017691	-	chr2:54051102-54051958	0.27414	0.568289
XLOC_017692	-	chr2:54107836-54108924	0.279263	0.1861
XLOC_017693	-	chr2:55628005-55628567	0.065489	1.20678
XLOC_017694	-	chr2:57877396-57878570	0	0.333111
XLOC_017695	-	chr2:62138387-62141306	0.585611	0.3208
XLOC_017696	-	chr2:64384431-64385478	0.300165	0.103308
XLOC_017697	-	chr2:64631614-64750885	0.558452	0.361593
XLOC_017698	-	chr2:65307231-65308850	0.490759	0.468672
XLOC_017699	-	chr2:69310964-69312335	0.53463	0.106398
XLOC_017700	-	chr2:69909813-69913671	1.30719	0.571624
XLOC_017701	-	chr2:70656818-70658189	0.265134	0.0402595
XLOC_017702	-	chr2:73640722-73702102	0.695407	0.454594
XLOC_017703	-	chr2:73640722-73702102	0.528032	0.275494
XLOC_017704	-	chr2:74120229-74122409	0.349898	0.36066
XLOC_017705	-	chr2:74124199-74128704	0.870133	0.54617
XLOC_017706	-	chr2:74131019-74131866	0.115008	0.48351
XLOC_017707	-	chr2:74346723-74347522	0.467081	0.0506113
XLOC_017708	-	chr2:74355943-74357433	0.67304	0.360776
XLOC_017709	-	chr2:74420358-74421592	0.040467	0.610596
XLOC_017710	-	chr2:74507873-74510905	0.692325	0.153638
XLOC_017711	-	chr2:74511461-74512463	0.276526	0.0751584
XLOC_017712	-	chr2:74995040-74995696	0.874408	0.126214
XLOC_017713	-	chr2:78411859-78413132	0.0938027	0.46972
XLOC_017714	-	chr2:81581248-81582684	0.205239	1.35449
XLOC_017715	-	chr2:81706641-81708618	0.641987	0.621827
XLOC_017716	-	chr2:81849953-81850669	0.490772	0.743888
XLOC_017717	-	chr2:84967915-84970788	0.646711	0.40184
XLOC_017718	-	chr2:86913383-87076413	0.311525	0.1301
XLOC_017719	-	chr2:87319261-87322507	0.197228	0.00968825
XLOC_017720	-	chr2:87583978-87585475	0.142127	0.369975
XLOC_017721	-	chr2:87626486-87627847	0.263021	0.0453154
XLOC_017722	-	chr2:87654434-87655867	0.26302	0.253925
XLOC_017723	-	chr2:88189780-88191615	0.26797	0.148726
XLOC_017724	-	chr2:88364537-88365607	0	0.55432
XLOC_017725	-	chr2:88690092-88691437	0.940052	0.360248
